"","author","title","description","url","urlToImage","publishedAt","content","source.id","source.name"
"35","Hyonhee Shin","BTS to celebrate New Year with first show since coronavirus shut-down - Reuters India","South Korean boyband sensation BTS will welcome in the New Year with their first live concert since they were forced to call off a world tour because of the novel coronavirus, their management company, Bit Hit Entertainment, said on Thursday.","https://in.reuters.com/article/southkorea-kpop-bts-idINKBN27S14S","https://static.reuters.com/resources/r/?m=02&d=20201112&t=2&i=1540949371&r=LYNXMPEGAB0LU&w=800","2020-11-12T09:04:00Z","FILE PHOTO: Members of South Korean boy band BTS pose on the red carpet during the annual MAMA Awards at Nagoya Dome in Nagoya, Japan, December 4, 2019. REUTERS/Kim Kyung-Hoon
SEOUL (Reuters) - Sout… [+1392 chars]","reuters","Reuters"
"36","Hyonhee Shin","BTS to celebrate New Year with first show since coronavirus shut-down - Reuters","South Korean boyband sensation BTS will welcome in the New Year with their first live concert since they were forced to call off a world tour because of the novel coronavirus, their management company, Bit Hit Entertainment, said on Thursday.","https://www.reuters.com/article/us-southkorea-kpop-bts-idUSKBN27S13O","https://static.reuters.com/resources/r/?m=02&d=20201112&t=2&i=1540947914&r=LYNXMPEGAB0L5&w=800","2020-11-12T08:51:00Z","FILE PHOTO: BTS accept the win for Best Group at the MTV EMA's 2020, in Los Angeles, California, U.S. in this screengrab image released on November 8, 2020. Courtesy of MTV/via REUTERS.
SEOUL (Reute… [+1402 chars]","reuters","Reuters"
"37","Ben Beaumont-Thomas","Beyoncé tops 2021 Grammy nominations in strong field for women","All-female lineups in rock performance and country album categories for the first timeBeyoncé has topped the nominees for the 2021 Grammy awards, heading up a year that celebrated female artistry right across pop genres.She earned two nominations in the recor…","https://amp.theguardian.commusic/2020/nov/24/beyonce-tops-2021-grammy-nominations-in-strong-field-for-women","https://i.guim.co.uk/img/media/06ff1c6d7fe569ddff7f4d3d0b5f55fbce9f72a8/0_0_3468_2081/master/3468.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=96e3a03b47baeae2866679da2e82e88a","2020-11-24T18:38:20Z","Beyoncé has topped the nominees for the 2021 Grammy awards, heading up a year that celebrated female artistry right across pop genres.
She earned two nominations in the record of the year category, … [+3745 chars]",NA,"Theguardian.commusic"
"38","Reuters Staff","Chadwick Boseman, Trump and pop group BTS dominate Twitter in 2020 - Reuters","The announcement of the death of ""Black Panther"" star Chadwick Boseman was the most shared on Twitter worldwide in 2020, and got the most ""likes"" of any Tweet ever, the social media platform said on Monday.","https://www.reuters.com/article/people-twitter-int-idUSKBN28H318","https://static.reuters.com/resources/r/?m=02&d=20201207&t=2&i=1543750804&r=LYNXMPEGB61OV&w=800","2020-12-07T23:59:00Z","By Reuters Staff
LOS ANGELES (Reuters) - The announcement of the death of Black Panther star Chadwick Boseman was the most shared on Twitter worldwide in 2020, and got the most likes of any Tweet ev… [+1318 chars]","reuters","Reuters"
"39","Morgan Sung","Twitter's year in review is less bleak than you'd think","Maybe 2020 wasn’t such a bad year after all.
While YouTube skipped its infamous Rewind this year, claiming it was out of sensitivity for the tumultuous events of 2020, Twitter hasn't seen the same backlash — and summed up 2020 with the tag #ThisHappened.
In a…","https://mashable.com/article/twitter-year-in-review-2020-most-liked-tweets/","https://mondrian.mashable.com/2020%252F12%252F07%252F96%252F19a461c703b9467abd63966d8518ee8e.ca7c5.png%252F1200x630.png?signature=M0JAVdi7UTRhwTlGiw7J83utJUI=","2020-12-07T23:45:29Z","Maybe 2020 wasnt such a bad year after all.
While YouTube skipped its infamous Rewind this year, claiming it was out of sensitivity for the tumultuous events of 2020, Twitter hasn't seen the same ba… [+2761 chars]","mashable","Mashable"
"40","Alice O'Connor","League Of Legends devs deny Seraphine is based on a real person","The latest wizard in League Of Legends is Seraphine, a pink-haired pop star who has also sang with League’s out-of-fiction virtual girl group, K/DA. Yesterday, a woman named Stephanie alleged that the character is based on her, and she’s not happy about it. S…","https://www.rockpapershotgun.com/2020/11/13/league-of-legends-devs-deny-seraphine-is-based-on-a-real-person/","https://assets.rockpapershotgun.com/images/2020/11/league-of-legends-seraphine.jpg/RPSS/thumbnail/1920x1080/format/jpg/quality/75","2020-11-13T15:37:40Z","The latest wizard in League Of Legends is Seraphine, a pink-haired pop star who has also sang with League’s out-of-fiction virtual girl group, K/DA. Yesterday, a woman named Stephanie alleged that th… [+4795 chars]",NA,"Rock Paper Shotgun"
"41","Amanda Kooser","Stunning solar telescope image shows sunspot you could fit Earth into - CNET","The most advanced solar telescope on the planet isn't even finished yet and it's already blowing minds.","https://www.cnet.com/news/stunning-solar-telescope-image-shows-sunspot-so-big-you-could-fit-earth-into-it/","https://cnet3.cbsistatic.com/img/Pxej67DgSLXt9RKWlsT9ezLzbRY=/1200x630/2020/12/07/14e39f6a-5f0a-40a9-aa99-4bac4f6b77b5/sunspotinouye.jpg","2020-12-08T17:57:00Z","The first sunspot image from the Inouye Solar Telescope gives a preview of the science to come.
NSO/AURA/NSF
It's easy to take the sun for granted here on Earth. It shows up every day, does its job… [+1440 chars]",NA,"CNET"
"42","Mikhaila Friel","K-pop fans are protesting a pro-Trump rally by flooding the #MillionMAGAMarch hashtag with pictures of pancakes","Shea Depmore urged her Twitter followers to post pictures of pancakes instead of counter-protesting in person at the Million MAGA March.","https://news.yahoo.com/k-pop-fans-protesting-pro-104129068.html","https://s.yimg.com/uu/api/res/1.2/GCqVxBaz8ePsByaVY932vQ--~B/aD0xNTAwO3c9MjAwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/insider_articles_922/d6929b509a9fefe2f49ba37db253aeca","2020-11-14T10:41:29Z","Shea Depmore urged K-pop fans to protest the Trump rally with pictures of pancakes. Shea Depmore/Twitter, Universal Images Group/Getty Images
<ul><li>K-pop fans are drowning out the #MillionMAGAMarc… [+3520 chars]",NA,"Yahoo Entertainment"
"43","Claire Shaffer","BTS Close Down 2020 AMAs With ‘Life Goes On,’ ‘Dynamite’","K-pop group released their latest album BE on Friday","https://www.rollingstone.com/music/music-news/bts-life-goes-on-american-music-awards-1092622/","https://www.rollingstone.com/wp-content/uploads/2020/11/bts-amas.jpg","2020-11-23T04:07:04Z","BTS brought comfort to a hectic year with their performance of “Life Goes On” at the 2020 American Music Awards.
This was the first time the group performed their BE lead single life, and they broug… [+1400 chars]",NA,"Rolling Stone"
"44","Amy X. Wang","K-Pop Is Only Half the Story of Korean Pop Music","Groups like BTS and Blackpink are not the entirely of Korean music — but their global influence is reshaping Korean culture itself. What's gained and lost from this cultural feedback loop?","https://www.rollingstone.com/music/music-features/kpop-korea-culture-trot-indie-genres-1100124/","https://www.rollingstone.com/wp-content/uploads/2020/12/k-pop-whole-story.jpg","2020-12-09T14:51:31Z","Back in 2009, eager to share my love of K-pop with pretty much anyone who would listen, I showed a grad school classmate the music video for “Lollipop” by BIGBANG and 2NE1. He laughed and told me the… [+10230 chars]",NA,"Rolling Stone"
"45","Jon Dolan","BTS Offer a Message of Healing and Hope on ‘Be’","The K-pop superstars confront hard times as their music enters a new creative phase.","https://www.rollingstone.com/music/music-album-reviews/bts-be-1093413/","https://www.rollingstone.com/wp-content/uploads/2020/11/BTS-Be-review.jpg","2020-11-24T22:10:05Z","After BTS scored a long-awaited Number One single in the US with the glittery disco-pop cut “Dynamite,” you might expect the Korean group to keep the party going and double down on their chart-toppin… [+3646 chars]",NA,"Rolling Stone"
"46","Claire Shaffer","Watch BTS Perform ‘Life Goes On’ on ‘The Late Late Show With James Corden’","K-pop group captures the feeling of staying inside during the Covid-19 pandemic","https://www.rollingstone.com/music/music-news/bts-life-goes-on-late-late-show-james-corden-1094884/","https://www.rollingstone.com/wp-content/uploads/2020/11/BTS-late-late-show.jpg","2020-11-24T19:19:17Z","Following their American Music Awards performance, BTS returned to late night to showcase their latest single “Life Goes On” during The Late Late Show With James Corden.
Using some nifty special eff… [+1045 chars]",NA,"Rolling Stone"
"47",NA,"Change of tune: Japan music fans moving from CDs to streaming services - Reuters India","Change of tune: Japan music fans moving from CDs to streaming services  Reuters India","https://in.reuters.com/article/japan-music-idINKBN27Q0GV",NA,"2020-11-10T04:55:00Z","A general view shows Tower Records, a Japanese retail music franchise and music store, at Shibuya district in Tokyo, Japan November 9, 2020. REUTERS/Ritsuko Ando
Entertainment News
Ritsuko Ando
TO… [+4204 chars]","reuters","Reuters"
"48","Ritsuko Ando","Change of tune: Japan music fans moving from CDs to streaming services - Reuters Canada","Japanese music enthusiasts, loyal to CDs long after the rest of the world went online, have begun reaching for the eject button and switching to streaming services as artists cancel in-store events and fans stay home because of the pandemic.","https://ca.reuters.com/article/us-japan-music-idCAKBN27Q0GB","https://static.reuters.com/resources/r/?m=02&d=20201110&t=2&i=1540644424&r=LYNXMPEGA90A7&w=800","2020-11-10T04:38:00Z","By Ritsuko Ando
TOKYO (Reuters) - Japanese music enthusiasts, loyal to CDs long after the rest of the world went online, have begun reaching for the eject button and switching to streaming services … [+4036 chars]","reuters","Reuters"
"49","Maura Brannigan","What's in Blackpink's Almighty Secret Style Sauce?","Taylor Glasby fell into K-pop much like Alice climbed into the rabbit hole. Drowsy on the riverbank, the protagonist grew transfixed by a kind of extrasensory delight, and in spades. Glasby, meanwhile, came into the musical genre in the midst of an already-ac…","https://fashionista.com/2020/11/blackpink-k-pop-fashion-style","https://fashionista.com/.image/t_share/MTc2OTM1MjU0MjE5NTY0ODM1/blackpink-k-pop-fashion-style.jpg","2020-11-23T13:00:00Z","Taylor Glasby fell into K-pop much like Alice climbed into the rabbit hole. Drowsy on the riverbank, the protagonist grew transfixed by a kind of extrasensory delight, and in spades. Glasby, meanwhil… [+11002 chars]",NA,"Fashionista"
"50","Samantha Hissong","Blackpink Announces Its First-Ever Livestream Concert","Tickets to the K-pop group's online show, set to air exclusively on YouTube on December 27th, are available today","https://www.rollingstone.com/pro/news/blackpink-youtube-livestream-concert-2020-1097721/","https://www.rollingstone.com/wp-content/uploads/2020/12/BLACKPINK-Press-Photo.jpg","2020-12-03T02:00:53Z","Will Blackpink break the Internet? The members of the globally celebrated K-pop group announced on Wednesday that their first-ever livestream concert, titled The Show, will take place two days after … [+2196 chars]",NA,"Rolling Stone"
"51","USA TODAY, David Oliver, USA TODAY","Grammy nominations show Recording Academy has made progress on diversity goals – but not enough","This year's Grammy nominations – like awards shows before it – show the Recording Academy still has inroads to make with diversity.","https://www.usatoday.com/story/entertainment/music/2020/11/24/grammys-2021-black-artists-nominated-major-categories-k-pop-misses/6395375002/","https://www.gannett-cdn.com/presto/2020/06/29/USAT/a55681e0-08fd-4b8b-a822-cc8a8aca384a-VPC_BEYONCE_BLACK_IS_KING_THUMB.jpg?crop=1911,1075,x9,y0&width=1600&height=800&fit=bounds","2020-11-24T18:30:20Z","The Weeknd, Harry Styles, Lady Gaga and BTS all missed out on top categories. The Grammy Awards are January 31, 2021, on CBS.
USA TODAY
Grammy nominations arrived Tuesday, and in a year when divers… [+7282 chars]","usa-today","USA Today"
"52","carly.tennes","Korea Bends Famously Strict Military Service Law For K-Pop Stars","The BTS Army may stay metaphorical for a bit longer.","https://www.cracked.com/article_29156_korea-bends-famously-strict-military-service-law-k-pop-stars.html","https://s3.crackedcdn.com/phpimages/article/2/8/5/759285.jpg?v=1","2020-12-07T08:00:00Z","Are you a K-Pop idol in what may arguably be the peak of your career? Do you, like all other able-bodied male Korean citizens between the ages of 18 and 28 have to complete your government-mandated 1… [+1637 chars]",NA,"Cracked.com"
"53","https://www.facebook.com/bbcnews","China gives musical talent show a virtual makeover","Dimension Nova shakes up reality TV with computer-animated contestants performing to real judges.","https://www.bbc.co.uk/news/entertainment-arts-54967096","https://ichef.bbci.co.uk/news/1024/branded_news/9A13/production/_115534493_dimensionnova'scontestantscomeinraprockpopchinesefolkdjsinger-songwriterandr'n'bflavoursamongothers..jpg","2020-11-22T00:49:18Z","By Lu-Hai LiangBBC News
image captionContestants on Dimension Nova are either 2D or 3D and are judged on their personality, style and back story, as well as their performance
At first glance, there… [+7364 chars]","bbc-news","BBC News"
"54",NA,"K/DA - ""I'LL SHOW YOU"" MUSIC VIDEO","Jeff Han's latest work for @RiotGames is an extraordinary Music Video for K-Pop super group K/DA @kda_music, a virtual girl group consisting of four League of Legends characters: Ahri, Akali, Evelynn and Kai'Sa. The song, 'I'll Show You' takes us on a journey…","https://www.behance.net/gallery/108857595/KDA-ILL-SHOW-YOU-MUSIC-VIDEO?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+behance%2Fvorr+%28Behance+Network+Featured+Projects%29",NA,"2020-12-04T20:30:18Z",NA,NA,"Behance.net"
"55","Claire Shaffer","The 50 Best Songs of 2020","Highlights from a hard year — featuring a disco revival, K-pop kings and queens, new hip-hop rockstars, and some country wisdom","https://www.rollingstone.com/music/music-lists/best-songs-2020-1097442/","https://www.rollingstone.com/wp-content/uploads/2020/12/Songs.jpg","2020-12-07T13:00:00Z","2020 saw rising artists fully come into their own, most notably Megan Thee Stallion, who tops our Best Songs list alongside Cardi B for the world-owning raunch of “WAP” and then appears again alongsi… [+431 chars]",NA,"Rolling Stone"
"56","AnnMarie Mattila","You Can Score a Keurig for Only $35 at Walmart (Yes, You Read That Right!)","Walmart has been rolling out major Black Friday deals all month, and we are loving it. The sales continue to get better and better practically every day, but you’ve gotta snag them while you can. So far we’ve seen major discounts on Instant Pots, vacuums, and…","https://www.thekitchn.com/keurig-early-black-friday-deal-walmart-2020-23106177","https://cdn.apartmenttherapy.info/image/upload/f_auto,q_auto:eco,c_fill,g_auto,w_1500/stock%2FGettyImages-1185838699","2020-11-14T13:01:06Z","We independently select these products—if you buy from one of our links, we may earn a commission.
Walmart has been rolling out major Black Friday deals all month, and we are loving it. The sales co… [+1588 chars]",NA,"Thekitchn.com"
"57","msmash","Intel Shuts Down Its AR/VR Volumetric Capture Stage","Intel has pulled the plug on one of its most ambitious AR/VR projects to date: The company quietly shut down Intel Studios, a 10,000-square-foot volumetric capture stage in Los Angeles, last month. The facility had been heralded as the world's largest capture…","https://slashdot.org/story/20/11/24/1411255/intel-shuts-down-its-arvr-volumetric-capture-stage","https://a.fsdn.com/sd/topics/intel_64.png","2020-11-24T14:11:00Z","The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.",NA,"Slashdot.org"
"58","Patricia Hernandez","Fortnite fans are making Kratos dance, and it’s amazing","Kratos might seem like an odd choice for a game as lighthearted as Fortnite, but now that fans of the battle royale game are enjoying season 5, it’s become clear that this crossover is comedy gold. Players are forcing the God of War character to dance to ever…","https://www.polygon.com/fortnite/2020/12/4/22153779/fortnite-god-of-war-kratos-emote-dance-epic-games-sony-sequel-ps5","https://cdn.vox-cdn.com/thumbor/-uolDgbQnVFwtdEygncWXuh5fzQ=/0x0:1920x1005/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22145669/kratos_fortnite_art_1920.jpg","2020-12-04T19:18:54Z","Even after being rebooted, God of Wars tone as a series has leaned toward the stark, serious, and broody the polar opposite, in other words, of Fortnites happy-go-lucky vibe. There was never any doub… [+1721 chars]","polygon","Polygon"
"59","Al Jazeera","S Korea passes law allowing BTS group to defer military service","Amendment to military service law provides exceptions for K-pop artistes who improve country's profile and economy.","https://www.aljazeera.com/news/2020/12/2/south-korea-passes-law-allowing-bts-artists-to-postpone-service","https://www.aljazeera.com/wp-content/uploads/2020/12/2020-12-01T101051Z_305598014_RC2AEK9ZFLE9_RTRMADP_3_SOUTHKOREA-KPOP-1.jpg?resize=1200%2C630","2020-12-02T02:23:08Z","South Koreas parliament has passed a bill allowing chart-topping and Grammy-nominated K-pop artistes such as BTS to postpone their mandatory military service until the age of 30.
All able-bodied Sou… [+2267 chars]","al-jazeera-english","Al Jazeera English"
"60","Boing Boing's Shop","Skip the coffee shop and get fresh-brewed coffee right from this travel mug-sized brewer","We knew it had to happen, right? From old school brewers, to Keurigs, to Starbucks, and beyond, the art of brewing coffee has been put into overdrive in recent years. But, until now, we'd never really reached this point before–a coffee mug that actually brews…","https://boingboing.net/2020/11/10/skip-the-coffee-shop-and-get-fresh-brewed-coffee-right-from-this-travel-mug-sized-brewer.html","https://i0.wp.com/boingboing.net/wp-content/uploads/2020/11/product_108795_product_shots4.jpg?fit=630%2C473&ssl=1","2020-11-10T17:55:13Z","We knew it had to happen, right? From old school brewers, to Keurigs, to Starbucks, and beyond, the art of brewing coffee has been put into overdrive in recent years. But, until now, we'd never reall… [+1870 chars]",NA,"Boing Boing"
"61","Sangmi Cha, Hyun Young Yi","Women handling the dead: More female morticians in South Korea as taboo fades - Reuters Canada","A growing number of South Korean women are training to be morticians, a field from which they had long been excluded, amid changing views on gender roles and a rising preference for women's bodies to be handled by women.","https://ca.reuters.com/article/us-southkorea-jobs-women-idCAKBN27Y032","https://static.reuters.com/resources/r/?m=02&d=20201118&t=2&i=1541571232&r=LYNXMPEGAH02J&w=800","2020-11-18T02:03:00Z","By Sangmi Cha, Hyun Young Yi
SEOUL (Reuters) - A growing number of South Korean women are training to be morticians, a field from which they had long been excluded, amid changing views on gender rol… [+3122 chars]","reuters","Reuters"
"62","Sangmi Cha, Hyun Young Yi","Women handling the dead: More female morticians in South Korea as taboo fades - Reuters.com","A growing number of South Korean women are training to be morticians, a field from which they had long been excluded, amid changing views on gender roles and a rising preference for women's bodies to be handled by women.","https://www.reuters.com/article/southkorea-jobs-women-idUSKBN27Y05O","https://static.reuters.com/resources/r/?m=02&d=20201118&t=2&i=1541571452&r=LYNXMPEGAH02Z&w=800","2020-11-18T02:03:00Z","SEOUL (Reuters) - A growing number of South Korean women are training to be morticians, a field from which they had long been excluded, amid changing views on gender roles and a rising preference for… [+3088 chars]","reuters","Reuters"
"63","Sangmi Cha, Hyun Young Yi","Women handling the dead: More female morticians in South Korea as taboo fades - Reuters UK","A growing number of South Korean women are training to be morticians, a field from which they had long been excluded, amid changing views on gender roles and a rising preference for women's bodies to be handled by women.","https://uk.reuters.com/article/uk-southkorea-jobs-women-idUKKBN27Y02Y","https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800","2020-11-18T01:05:00Z","SEOUL (Reuters) - A growing number of South Korean women are training to be morticians, a field from which they had long been excluded, amid changing views on gender roles and a rising preference for… [+2889 chars]","reuters","Reuters"
"64","Patrick Frater","Korean Animation Is Ready For a Leap to the Global Stage","South Korean animation, or “K-animation,” has been positioned to be the next chapter of “K-wave” following the global success of Korean film, K-pop and K-dramas, says one of the agencies that pledge to put the content on the world stage. The success of animat…","https://variety.com/2020/film/asia/korean-animation-leap-to-the-global-stage-1234845230/","https://variety.com/wp-content/uploads/2020/12/Beauty-Water-j-res.jpg?w=1000","2020-12-03T13:01:56Z","South Korean animation, or “K-animation,” has been positioned to be the next chapter of “K-wave” following the global success of Korean film, K-pop and K-dramas, says one of the agencies that pledge … [+1891 chars]",NA,"Variety"
"65","Jon Blistein","South Korea Passes ‘BTS Law’ Allowing K-Pop Stars to Postpone Military Service","New exemption comes days before the group's oldest member, Kim Seok-jin, turns 28, the age able-bodied South Korean men must enlist","https://www.rollingstone.com/music/music-news/south-korea-bts-law-mandatory-military-service-1096796/","https://www.rollingstone.com/wp-content/uploads/2020/12/BTS-law-south-korea.jpg","2020-12-01T14:35:30Z","South Korea’s National Assembly passed a revision of its Military Service Act to let some male K-pop stars postpone their mandatory military service until they turn 30, The New York Times reports.
U… [+1432 chars]",NA,"Rolling Stone"
"66","MESFIN FEKADU / AP","Beyoncé Leads the 2021 Grammy Nominations With 9","Beyoncé’s anthem about Black pride scored multiple nominations Tuesday, making her the leading contender with nine.","https://time.com/5915289/grammys-nominations-2021-beyonce/","https://api.time.com/wp-content/uploads/2020/11/AP20329073296145.jpg?quality=85&w=1200&h=628&crop=1","2020-11-24T18:35:39Z","NEW YORK — Beyoncé is bringing her black parade to the Grammys: The pop star’s anthem about Black pride scored multiple nominations Tuesday, making her the leading contender with nine.
Beyoncé picke… [+8159 chars]","time","Time"
"67","https://www.facebook.com/bbcnews","Million MAGA March: Protesters gather for pro-Trump rallies","Far-right groups such as the Proud Boys say they will attend the Washington DC rallies.","https://www.bbc.co.uk/news/world-us-canada-54945154","https://ichef.bbci.co.uk/news/1024/branded_news/B8E2/production/_115503374_motorcade.jpg","2020-11-14T15:55:39Z","image copyrightGetty Images
image captionGathering demonstrators cheered as a motorcade carrying President Trump passed as it left the White House on Saturday
Supporters of President Donald Trump a… [+5079 chars]","bbc-news","BBC News"
